"499","1937","Agosto","10"
"500","1936","Março","3"
"501","1937","Janeiro","19"
"502","1938","Abril","5"
"504","1938","Abril","13"
"505","1938","Abril","13"
"506","1938","Maio","16"
"507","1938","Julho","23"
"508","1938","Maio","16"
"510","","",""
"511","","",""
"512","","",""
"513","","",""
"514","","",""
"515","","",""
"516","1934","Abril","10"
"517","1938","Abril","8"
"518","","",""
"520","1938","Janeiro","24"
"522","1934","Abril","11"
"523","","",""
"524","1937","Junho","5"
